"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Occupied Housing Units","Occupied Housing Units: No Vehicle Available","Occupied Housing Units: 1 Vehicle Available","Occupied Housing Units: 2 Vehicles Available","Occupied Housing Units: 3 Vehicles Available","Occupied Housing Units: 4 Vehicles Available","Occupied Housing Units: 5 or More Vehicles Available","Total","Total: Owner Occupied","Total: Owner Occupied: No Vehicle Available","Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Total: Renter Occupied","Total: Renter Occupied: No Vehicle Available","Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total","Std. Error: Total: Owner Occupied","Std. Error: Total: Owner Occupied: No Vehicle Available","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total: Renter Occupied","Std. Error: Total: Renter Occupied: No Vehicle Available","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over"
"ACSSF","ca","150","00","0021088",,,,,"06","037",,,"571300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375713003","Block Group 3",,,"Block Group 3, Census Tract 5713, Los Angeles County, California","060375713003","509636","0",,,,,,,,489,0,67,254,115,28,25,489,453,0,0,0,0,453,30,232,191,36,0,0,0,0,36,0,25,11,80.60606,82.42424,7.878788,7.878788,7.878788,7.878788,82.42424,15.15152,40.60606,75.15151,21.21212,7.878788,7.878788,7.878788,7.878788,21.21212,7.878788,18.18182,10.90909
"ACSSF","ca","150","00","0021089",,,,,"06","037",,,"571300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375713004","Block Group 4",,,"Block Group 4, Census Tract 5713, Los Angeles County, California","060375713004","179647","0",,,,,,,,135,9,18,38,46,16,8,135,125,9,0,0,9,116,21,74,21,10,0,0,0,0,10,0,0,10,31.51515,29.09091,9.090909,7.878788,7.878788,9.090909,29.09091,15.15152,23.0303,14.54545,9.090909,7.878788,7.878788,7.878788,7.878788,9.090909,7.878788,7.878788,9.090909
"ACSSF","ca","150","00","0021090",,,,,"06","037",,,"571400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375714001","Block Group 1",,,"Block Group 1, Census Tract 5714, Los Angeles County, California","060375714001","995532","7783",,,,,,,,478,0,194,176,58,43,7,478,215,0,0,0,0,215,0,154,61,263,0,0,0,0,263,97,159,7,70.90909,47.87879,7.878788,7.878788,7.878788,7.878788,47.87879,7.878788,39.39394,32.72727,60.60606,7.878788,7.878788,7.878788,7.878788,60.60606,50.30303,36.9697,7.272727
"ACSSF","ca","150","00","0021091",,,,,"06","037",,,"571400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375714002","Block Group 2",,,"Block Group 2, Census Tract 5714, Los Angeles County, California","060375714002","343943","0",,,,,,,,409,0,115,233,16,42,3,409,320,0,0,0,0,320,7,193,120,89,0,0,0,0,89,10,79,0,57.57576,56.9697,7.878788,7.878788,7.878788,7.878788,56.9697,6.666667,35.75758,48.48485,28.48485,7.878788,7.878788,7.878788,7.878788,28.48485,10.90909,30.30303,7.878788
"ACSSF","ca","150","00","0021092",,,,,"06","037",,,"571400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375714003","Block Group 3",,,"Block Group 3, Census Tract 5714, Los Angeles County, California","060375714003","263046","0",,,,,,,,438,38,73,205,86,14,22,438,262,38,0,7,31,224,13,114,97,176,0,0,0,0,176,23,22,131,105.4545,55.75758,17.57576,7.878788,6.666667,16.36364,55.75758,7.272727,43.63636,38.78788,90.90909,7.878788,7.878788,7.878788,7.878788,90.90909,16.36364,12.12121,88.48485
"ACSSF","ca","150","00","0021093",,,,,"06","037",,,"571400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375714004","Block Group 4",,,"Block Group 4, Census Tract 5714, Los Angeles County, California","060375714004","308845","0",,,,,,,,407,21,40,232,45,49,20,407,354,10,0,0,10,344,19,258,67,53,11,0,11,0,42,0,42,0,61.81818,58.18182,10.30303,7.878788,7.878788,10.30303,60,18.18182,54.54546,30.30303,29.09091,10.30303,7.878788,10.30303,7.878788,26.06061,7.878788,26.06061,7.878788
"ACSSF","ca","150","00","0021094",,,,,"06","037",,,"571502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715021","Block Group 1",,,"Block Group 1, Census Tract 5715.02, Los Angeles County, California","060375715021","380874","0",,,,,,,,497,0,184,149,80,77,7,497,217,0,0,0,0,217,0,195,22,280,0,0,0,0,280,118,162,0,103.6364,75.15151,7.878788,7.878788,7.878788,7.878788,75.15151,7.878788,76.36364,15.75758,66.66666,7.878788,7.878788,7.878788,7.878788,66.66666,64.24242,40,7.878788
"ACSSF","ca","150","00","0021095",,,,,"06","037",,,"571502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715022","Block Group 2",,,"Block Group 2, Census Tract 5715.02, Los Angeles County, California","060375715022","366856","0",,,,,,,,429,39,177,160,28,6,19,429,206,0,0,0,0,206,8,98,100,223,39,30,0,9,184,41,98,45,58.18182,43.0303,7.878788,7.878788,7.878788,7.878788,43.0303,8.484848,25.45455,35.75758,63.0303,30.30303,29.69697,7.878788,8.484848,55.15152,32.12121,36.9697,24.84848
"ACSSF","ca","150","00","0021096",,,,,"06","037",,,"571502","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715023","Block Group 3",,,"Block Group 3, Census Tract 5715.02, Los Angeles County, California","060375715023","370635","0",,,,,,,,650,23,187,290,63,72,15,650,305,0,0,0,0,305,20,151,134,345,23,0,23,0,322,42,271,9,70.30303,41.21212,7.878788,7.878788,7.878788,7.878788,41.21212,20.60606,32.72727,33.33333,67.87878,24.24242,7.878788,24.24242,7.878788,61.81818,20.60606,59.39394,8.484848
"ACSSF","ca","150","00","0021097",,,,,"06","037",,,"571502","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715024","Block Group 4",,,"Block Group 4, Census Tract 5715.02, Los Angeles County, California","060375715024","256185","2381",,,,,,,,249,47,56,107,7,0,32,249,120,12,0,0,12,108,0,67,41,129,35,0,17,18,94,36,27,31,49.09091,41.81818,11.51515,7.878788,7.878788,11.51515,38.78788,7.878788,37.57576,13.93939,41.81818,20,7.878788,12.12121,18.18182,43.63636,26.06061,20,29.09091
"ACSSF","ca","150","00","0021098",,,,,"06","037",,,"571504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715041","Block Group 1",,,"Block Group 1, Census Tract 5715.04, Los Angeles County, California","060375715041","306864","0",,,,,,,,301,0,31,73,146,22,29,301,226,0,0,0,0,226,17,174,35,75,0,0,0,0,75,69,6,0,52.72727,42.42424,7.878788,7.878788,7.878788,7.878788,42.42424,16.36364,39.39394,21.81818,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,49.69697,6.666667,7.878788
"ACSSF","ca","150","00","0021099",,,,,"06","037",,,"571504","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715042","Block Group 2",,,"Block Group 2, Census Tract 5715.04, Los Angeles County, California","060375715042","742038","0",,,,,,,,545,24,390,84,34,0,13,545,113,9,0,9,0,104,13,78,13,432,15,0,13,2,417,127,263,27,75.75758,35.15152,8.484848,7.878788,8.484848,7.878788,33.93939,12.12121,35.75758,9.69697,72.72727,12.72727,7.878788,12.12121,3.030303,71.51515,46.06061,63.0303,19.39394
"ACSSF","ca","150","00","0021100",,,,,"06","037",,,"571504","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715043","Block Group 3",,,"Block Group 3, Census Tract 5715.04, Los Angeles County, California","060375715043","277500","0",,,,,,,,525,14,352,102,45,8,4,525,515,14,0,0,14,501,0,364,137,10,0,0,0,0,10,0,0,10,166.0606,166.0606,12.72727,7.878788,7.878788,12.72727,166.6667,7.878788,167.2727,36.36364,9.090909,7.878788,7.878788,7.878788,7.878788,9.090909,7.878788,7.878788,9.090909
"ACSSF","ca","150","00","0021101",,,,,"06","037",,,"571504","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715044","Block Group 4",,,"Block Group 4, Census Tract 5715.04, Los Angeles County, California","060375715044","185271","0",,,,,,,,620,25,301,251,43,0,0,620,155,0,0,0,0,155,0,115,40,465,25,19,6,0,440,139,272,29,88.48485,38.18182,7.878788,7.878788,7.878788,7.878788,38.18182,7.878788,37.57576,16.9697,76.9697,20,19.39394,6.060606,7.878788,75.15151,60.60606,54.54546,14.54545
"ACSSF","ca","150","00","0021102",,,,,"06","037",,,"571505","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715051","Block Group 1",,,"Block Group 1, Census Tract 5715.05, Los Angeles County, California","060375715051","321151","0",,,,,,,,525,0,225,193,59,42,6,525,198,0,0,0,0,198,0,157,41,327,0,0,0,0,327,99,192,36,73.33334,32.72727,7.878788,7.878788,7.878788,7.878788,32.72727,7.878788,33.33333,22.42424,71.51515,7.878788,7.878788,7.878788,7.878788,71.51515,47.27273,76.9697,21.81818
"ACSSF","ca","150","00","0021103",,,,,"06","037",,,"571505","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375715052","Block Group 2",,,"Block Group 2, Census Tract 5715.05, Los Angeles County, California","060375715052","334655","0",,,,,,,,393,0,97,151,89,36,20,393,253,0,0,0,0,253,19,165,69,140,0,0,0,0,140,59,67,14,54.54546,58.18182,7.878788,7.878788,7.878788,7.878788,58.18182,13.93939,53.33333,28.48485,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,41.81818,30.30303,12.72727
"ACSSF","ca","150","00","0021104",,,,,"06","037",,,"571600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375716001","Block Group 1",,,"Block Group 1, Census Tract 5716, Los Angeles County, California","060375716001","288944","0",,,,,,,,839,255,421,93,67,3,0,839,31,14,0,0,14,17,5,12,0,808,241,49,130,62,567,132,374,61,68.48485,16.36364,9.69697,7.878788,7.878788,9.69697,12.72727,4.848485,10.90909,7.878788,69.69697,46.06061,25.45455,36.9697,22.42424,69.69697,46.06061,62.42424,16.36364
"ACSSF","ca","150","00","0021105",,,,,"06","037",,,"571701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717011","Block Group 1",,,"Block Group 1, Census Tract 5717.01, Los Angeles County, California","060375717011","730115","101384",,,,,,,,585,46,200,112,147,45,35,585,133,0,0,0,0,133,28,89,16,452,46,23,0,23,406,72,297,37,87.87878,44.24242,7.878788,7.878788,7.878788,7.878788,44.24242,19.39394,41.21212,13.93939,86.06061,32.12121,23.0303,7.878788,21.81818,89.69697,36.36364,89.69697,26.06061
"ACSSF","ca","150","00","0021106",,,,,"06","037",,,"571701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717012","Block Group 2",,,"Block Group 2, Census Tract 5717.01, Los Angeles County, California","060375717012","328158","0",,,,,,,,553,8,124,288,84,42,7,553,191,0,0,0,0,191,21,122,48,362,8,0,8,0,354,55,256,43,92.12122,57.57576,7.878788,7.878788,7.878788,7.878788,57.57576,15.15152,49.69697,31.51515,81.81818,7.272727,7.878788,7.272727,7.878788,81.81818,35.15152,68.48485,29.69697
"ACSSF","ca","150","00","0021107",,,,,"06","037",,,"571701","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717013","Block Group 3",,,"Block Group 3, Census Tract 5717.01, Los Angeles County, California","060375717013","659916","93482",,,,,,,,620,41,197,190,94,60,38,620,297,0,0,0,0,297,58,153,86,323,41,0,41,0,282,102,180,0,78.18182,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,24.24242,36.9697,33.93939,70.30303,26.06061,7.878788,26.06061,7.878788,72.72727,43.63636,57.57576,7.878788
"ACSSF","ca","150","00","0021108",,,,,"06","037",,,"571703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717031","Block Group 1",,,"Block Group 1, Census Tract 5717.03, Los Angeles County, California","060375717031","100309","0",,,,,,,,109,15,55,2,5,0,32,109,10,0,0,0,0,10,0,5,5,99,15,0,15,0,84,0,71,13,40.60606,8.484848,7.878788,7.878788,7.878788,7.878788,8.484848,7.878788,7.272727,5.454545,41.81818,15.15152,7.878788,15.15152,7.878788,39.39394,7.878788,38.78788,13.33333
"ACSSF","ca","150","00","0021109",,,,,"06","037",,,"571703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717032","Block Group 2",,,"Block Group 2, Census Tract 5717.03, Los Angeles County, California","060375717032","127064","0",,,,,,,,289,0,123,56,54,39,17,289,223,0,0,0,0,223,7,184,32,66,0,0,0,0,66,55,0,11,43.0303,41.81818,7.878788,7.878788,7.878788,7.878788,41.81818,6.060606,38.18182,19.39394,32.72727,7.878788,7.878788,7.878788,7.878788,32.72727,30.90909,7.878788,9.69697
"ACSSF","ca","150","00","0021110",,,,,"06","037",,,"571703","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717033","Block Group 3",,,"Block Group 3, Census Tract 5717.03, Los Angeles County, California","060375717033","170106","0",,,,,,,,643,227,170,80,84,59,23,643,71,0,0,0,0,71,0,64,7,572,227,0,32,195,345,46,221,78,64.24242,27.87879,7.878788,7.878788,7.878788,7.878788,27.87879,7.878788,30.30303,11.51515,66.06061,54.54546,7.878788,30.30303,50.30303,57.57576,24.84848,60,41.81818
"ACSSF","ca","150","00","0021111",,,,,"06","037",,,"571704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717041","Block Group 1",,,"Block Group 1, Census Tract 5717.04, Los Angeles County, California","060375717041","249125","0",,,,,,,,516,0,132,184,91,109,0,516,246,0,0,0,0,246,20,149,77,270,0,0,0,0,270,158,112,0,93.33334,51.51515,7.878788,7.878788,7.878788,7.878788,51.51515,20.60606,35.15152,34.54546,86.06061,7.878788,7.878788,7.878788,7.878788,86.06061,72.72727,47.87879,7.878788
"ACSSF","ca","150","00","0021112",,,,,"06","037",,,"571704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717042","Block Group 2",,,"Block Group 2, Census Tract 5717.04, Los Angeles County, California","060375717042","85046","0",,,,,,,,241,0,83,69,50,15,24,241,162,0,0,0,0,162,6,134,22,79,0,0,0,0,79,45,34,0,42.42424,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,7.272727,32.12121,18.78788,27.87879,7.878788,7.878788,7.878788,7.878788,27.87879,30.30303,30.90909,7.878788
"ACSSF","ca","150","00","0021113",,,,,"06","037",,,"571704","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375717043","Block Group 3",,,"Block Group 3, Census Tract 5717.04, Los Angeles County, California","060375717043","147416","0",,,,,,,,484,25,257,84,107,11,0,484,72,0,0,0,0,72,20,20,32,412,25,0,25,0,387,86,270,31,50.90909,23.0303,7.878788,7.878788,7.878788,7.878788,23.0303,13.93939,11.51515,15.75758,51.51515,17.57576,7.878788,17.57576,7.878788,55.75758,37.57576,54.54546,22.42424
"ACSSF","ca","150","00","0021114",,,,,"06","037",,,"571800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375718001","Block Group 1",,,"Block Group 1, Census Tract 5718, Los Angeles County, California","060375718001","1905198","184371",,,,,,,,496,0,77,262,110,28,19,496,378,0,0,0,0,378,23,268,87,118,0,0,0,0,118,0,118,0,81.81818,52.12121,7.878788,7.878788,7.878788,7.878788,52.12121,14.54545,47.87879,21.81818,70.90909,7.878788,7.878788,7.878788,7.878788,70.90909,7.878788,70.90909,7.878788
"ACSSF","ca","150","00","0021115",,,,,"06","037",,,"571800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375718002","Block Group 2",,,"Block Group 2, Census Tract 5718, Los Angeles County, California","060375718002","429477","0",,,,,,,,451,31,129,158,97,26,10,451,328,0,0,0,0,328,12,222,94,123,31,0,0,31,92,14,29,49,44.84848,41.21212,7.878788,7.878788,7.878788,7.878788,41.21212,15.75758,44.24242,24.24242,29.09091,18.78788,7.878788,7.878788,18.78788,27.27273,12.72727,15.15152,20.60606
"ACSSF","ca","150","00","0021116",,,,,"06","037",,,"571800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375718003","Block Group 3",,,"Block Group 3, Census Tract 5718, Los Angeles County, California","060375718003","321096","0",,,,,,,,325,10,172,86,44,13,0,325,130,0,0,0,0,130,0,47,83,195,10,5,0,5,185,90,61,34,46.66667,32.12121,7.878788,7.878788,7.878788,7.878788,32.12121,7.878788,21.21212,27.87879,42.42424,7.272727,4.848485,7.878788,5.454545,43.63636,30.90909,33.33333,24.84848
"ACSSF","ca","150","00","0021117",,,,,"06","037",,,"571900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375719001","Block Group 1",,,"Block Group 1, Census Tract 5719, Los Angeles County, California","060375719001","403005","0",,,,,,,,522,38,326,130,28,0,0,522,267,38,0,0,38,229,14,149,66,255,0,0,0,0,255,0,240,15,118.7879,55.75758,38.18182,7.878788,7.878788,38.18182,44.84848,13.93939,38.18182,26.66667,114.5455,7.878788,7.878788,7.878788,7.878788,114.5455,7.878788,113.9394,14.54545
"ACSSF","ca","150","00","0021118",,,,,"06","037",,,"571900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375719002","Block Group 2",,,"Block Group 2, Census Tract 5719, Los Angeles County, California","060375719002","364064","0",,,,,,,,600,47,290,179,0,84,0,600,120,14,0,0,14,106,0,92,14,480,33,0,0,33,447,146,195,106,93.33334,42.42424,12.72727,7.878788,7.878788,12.72727,40.60606,7.878788,38.78788,13.93939,95.15151,16.9697,7.878788,7.878788,16.9697,96.9697,63.63636,81.81818,61.21212
"ACSSF","ca","150","00","0021119",,,,,"06","037",,,"571900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375719003","Block Group 3",,,"Block Group 3, Census Tract 5719, Los Angeles County, California","060375719003","671450","0",,,,,,,,650,13,33,365,131,108,0,650,461,0,0,0,0,461,14,270,177,189,13,0,0,13,176,0,176,0,75.75758,70.30303,7.878788,7.878788,7.878788,7.878788,70.30303,13.93939,61.21212,68.48485,53.33333,12.72727,7.878788,7.878788,12.72727,53.93939,7.878788,53.93939,7.878788
"ACSSF","ca","150","00","0021120",,,,,"06","037",,,"571900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375719004","Block Group 4",,,"Block Group 4, Census Tract 5719, Los Angeles County, California","060375719004","496640","0",,,,,,,,472,44,159,227,28,14,0,472,230,0,0,0,0,230,0,172,58,242,44,0,44,0,198,150,48,0,62.42424,49.09091,7.878788,7.878788,7.878788,7.878788,49.09091,7.878788,46.06061,25.45455,56.9697,43.0303,7.878788,43.0303,7.878788,61.21212,56.36364,26.66667,7.878788
"ACSSF","ca","150","00","0021121",,,,,"06","037",,,"572001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375720011","Block Group 1",,,"Block Group 1, Census Tract 5720.01, Los Angeles County, California","060375720011","709867","0",,,,,,,,848,0,159,474,193,22,0,848,644,0,0,0,0,644,14,569,61,204,0,0,0,0,204,100,104,0,173.9394,176.9697,7.878788,7.878788,7.878788,7.878788,176.9697,13.33333,178.1818,29.09091,69.09091,7.878788,7.878788,7.878788,7.878788,69.09091,38.78788,61.21212,7.878788
"ACSSF","ca","150","00","0021122",,,,,"06","037",,,"572001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375720012","Block Group 2",,,"Block Group 2, Census Tract 5720.01, Los Angeles County, California","060375720012","307276","0",,,,,,,,518,16,280,187,17,18,0,518,283,0,0,0,0,283,14,150,119,235,16,0,0,16,219,0,171,48,94.54546,71.51515,7.878788,7.878788,7.878788,7.878788,71.51515,14.54545,53.93939,60.60606,80.60606,15.75758,7.878788,7.878788,15.75758,84.24242,7.878788,73.93939,35.15152
"ACSSF","ca","150","00","0021123",,,,,"06","037",,,"572001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375720013","Block Group 3",,,"Block Group 3, Census Tract 5720.01, Los Angeles County, California","060375720013","307032","0",,,,,,,,348,17,35,231,43,22,0,348,260,0,0,0,0,260,11,184,65,88,17,17,0,0,71,43,28,0,67.87878,57.57576,7.878788,7.878788,7.878788,7.878788,57.57576,13.33333,53.93939,36.9697,39.39394,15.15152,15.15152,7.878788,7.878788,35.15152,23.63636,24.84848,7.878788
"ACSSF","ca","150","00","0021124",,,,,"06","037",,,"572001","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375720014","Block Group 4",,,"Block Group 4, Census Tract 5720.01, Los Angeles County, California","060375720014","371621","0",,,,,,,,556,0,161,285,98,12,0,556,371,0,0,0,0,371,29,277,65,185,0,0,0,0,185,34,151,0,69.09091,72.72727,7.878788,7.878788,7.878788,7.878788,72.72727,23.0303,70.90909,32.72727,59.39394,7.878788,7.878788,7.878788,7.878788,59.39394,21.21212,55.75758,7.878788
"ACSSF","ca","150","00","0021125",,,,,"06","037",,,"572201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722011","Block Group 1",,,"Block Group 1, Census Tract 5722.01, Los Angeles County, California","060375722011","350179","0",,,,,,,,387,23,81,111,94,78,0,387,256,0,0,0,0,256,0,171,85,131,23,23,0,0,108,0,108,0,63.63636,47.27273,7.878788,7.878788,7.878788,7.878788,47.27273,7.878788,47.27273,35.75758,55.15152,21.81818,21.81818,7.878788,7.878788,54.54546,7.878788,54.54546,7.878788
"ACSSF","ca","150","00","0021126",,,,,"06","037",,,"572201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722012","Block Group 2",,,"Block Group 2, Census Tract 5722.01, Los Angeles County, California","060375722012","319380","0",,,,,,,,341,0,148,136,23,34,0,341,128,0,0,0,0,128,0,109,19,213,0,0,0,0,213,99,100,14,63.0303,49.69697,7.878788,7.878788,7.878788,7.878788,49.69697,7.878788,46.66667,17.57576,62.42424,7.878788,7.878788,7.878788,7.878788,62.42424,38.78788,49.69697,13.33333
"ACSSF","ca","150","00","0021127",,,,,"06","037",,,"572201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722013","Block Group 3",,,"Block Group 3, Census Tract 5722.01, Los Angeles County, California","060375722013","428067","0",,,,,,,,672,187,127,113,72,170,3,672,352,0,0,0,0,352,68,235,49,320,187,0,34,153,133,20,53,60,130.303,120,7.878788,7.878788,7.878788,7.878788,120,41.21212,126.6667,24.84848,52.12121,44.84848,7.878788,24.84848,41.81818,47.27273,20,30.30303,30.30303
"ACSSF","ca","150","00","0021128",,,,,"06","037",,,"572201","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722014","Block Group 4",,,"Block Group 4, Census Tract 5722.01, Los Angeles County, California","060375722014","441173","21029",,,,,,,,612,0,321,151,122,0,18,612,417,0,0,0,0,417,0,221,196,195,0,0,0,0,195,55,95,45,87.27273,68.48485,7.878788,7.878788,7.878788,7.878788,68.48485,7.878788,58.78788,50.30303,77.57576,7.878788,7.878788,7.878788,7.878788,77.57576,52.72727,53.93939,29.69697
"ACSSF","ca","150","00","0021129",,,,,"06","037",,,"572202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722021","Block Group 1",,,"Block Group 1, Census Tract 5722.02, Los Angeles County, California","060375722021","356887","29978",,,,,,,,242,12,80,49,16,44,41,242,186,12,0,0,12,174,0,130,44,56,0,0,0,0,56,0,48,8,46.06061,39.39394,12.12121,7.878788,7.878788,12.12121,40,7.878788,39.39394,18.78788,20.60606,7.878788,7.878788,7.878788,7.878788,20.60606,7.878788,20.60606,7.878788
"ACSSF","ca","150","00","0021130",,,,,"06","037",,,"572202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722022","Block Group 2",,,"Block Group 2, Census Tract 5722.02, Los Angeles County, California","060375722022","243227","0",,,,,,,,266,0,46,110,54,56,0,266,266,0,0,0,0,266,31,149,86,0,0,0,0,0,0,0,0,0,55.15152,55.15152,7.878788,7.878788,7.878788,7.878788,55.15152,27.87879,39.39394,23.63636,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788
"ACSSF","ca","150","00","0021131",,,,,"06","037",,,"572202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060375722023","Block Group 3",,,"Block Group 3, Census Tract 5722.02, Los Angeles County, California","060375722023","243329","0",,,,,,,,281,55,10,73,118,17,8,281,191,0,0,0,0,191,6,166,19,90,55,31,24,0,35,0,35,0,43.63636,34.54546,7.878788,7.878788,7.878788,7.878788,34.54546,6.060606,35.75758,15.75758,40.60606,37.57576,29.09091,22.42424,7.878788,20.60606,7.878788,20.60606,7.878788
