"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Occupied Housing Units","Occupied Housing Units: No Vehicle Available","Occupied Housing Units: 1 Vehicle Available","Occupied Housing Units: 2 Vehicles Available","Occupied Housing Units: 3 Vehicles Available","Occupied Housing Units: 4 Vehicles Available","Occupied Housing Units: 5 or More Vehicles Available","Total","Total: Owner Occupied","Total: Owner Occupied: No Vehicle Available","Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Total: Renter Occupied","Total: Renter Occupied: No Vehicle Available","Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Total:  1 Or More Vehicles Available","Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total","Std. Error: Total: Owner Occupied","Std. Error: Total: Owner Occupied: No Vehicle Available","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Owner Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over","Std. Error: Total: Renter Occupied","Std. Error: Total: Renter Occupied: No Vehicle Available","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 15 To 34 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 35 To 64 Years","Std. Error: Total: Renter Occupied: No Vehicle Available: Householder 65 Years And Over","Std. Error: Total:  1 Or More Vehicles Available","Std. Error: Total:  1 Or More Vehicles Available: Householder 15 To 34 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 35 To 64 Years","Std. Error: Total:  1 Or More Vehicles Available: Householder 65 Years And Over"
"ACSSF","ca","150","00","0017534",,,,,"06","037",,,"214400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372144003","Block Group 3",,,"Block Group 3, Census Tract 2144, Los Angeles County, California","060372144003","107108","0",,,,,,,,610,122,395,62,31,0,0,610,0,0,0,0,0,0,0,0,0,610,122,9,82,31,488,253,226,9,81.21212,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,81.21212,52.72727,7.878788,42.42424,30.30303,81.21212,76.9697,54.54546,8.484848
"ACSSF","ca","150","00","0017535",,,,,"06","037",,,"214501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145011","Block Group 1",,,"Block Group 1, Census Tract 2145.01, Los Angeles County, California","060372145011","90082","0",,,,,,,,215,0,130,74,11,0,0,215,0,0,0,0,0,0,0,0,0,215,0,0,0,0,215,20,166,29,36.36364,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,13.93939,38.78788,13.93939
"ACSSF","ca","150","00","0017536",,,,,"06","037",,,"214501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145012","Block Group 2",,,"Block Group 2, Census Tract 2145.01, Los Angeles County, California","060372145012","538532","0",,,,,,,,761,102,433,219,7,0,0,761,34,9,9,0,0,25,0,19,6,727,93,32,34,27,634,264,356,14,84.84849,13.93939,8.484848,8.484848,7.878788,7.878788,10.90909,7.878788,10.30303,6.060606,86.06061,38.78788,22.42424,24.24242,22.42424,78.18182,57.57576,73.33334,9.69697
"ACSSF","ca","150","00","0017537",,,,,"06","037",,,"214501","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145013","Block Group 3",,,"Block Group 3, Census Tract 2145.01, Los Angeles County, California","060372145013","123730","0",,,,,,,,567,33,300,218,16,0,0,567,20,0,0,0,0,20,10,0,10,547,33,0,9,24,514,124,360,30,96.36364,15.15152,7.878788,7.878788,7.878788,7.878788,15.15152,9.69697,7.878788,12.12121,96.36364,17.57576,7.878788,9.69697,16.36364,98.18182,39.39394,93.93939,13.93939
"ACSSF","ca","150","00","0017538",,,,,"06","037",,,"214503","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145031","Block Group 1",,,"Block Group 1, Census Tract 2145.03, Los Angeles County, California","060372145031","64830","0",,,,,,,,438,59,183,186,10,0,0,438,23,0,0,0,0,23,0,0,23,415,59,46,7,6,356,109,186,61,66.06061,19.39394,7.878788,7.878788,7.878788,7.878788,19.39394,7.878788,7.878788,19.39394,68.48485,29.09091,27.27273,6.666667,6.060606,64.84849,28.48485,63.63636,26.06061
"ACSSF","ca","150","00","0017539",,,,,"06","037",,,"214503","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145032","Block Group 2",,,"Block Group 2, Census Tract 2145.03, Los Angeles County, California","060372145032","115235","0",,,,,,,,777,52,347,344,34,0,0,777,7,0,0,0,0,7,0,0,7,770,52,8,17,27,718,236,397,85,84.24242,6.060606,7.878788,7.878788,7.878788,7.878788,6.060606,7.878788,7.878788,6.060606,84.24242,26.06061,7.272727,16.36364,16.9697,81.21212,69.69697,61.21212,25.45455
"ACSSF","ca","150","00","0017540",,,,,"06","037",,,"214503","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145033","Block Group 3",,,"Block Group 3, Census Tract 2145.03, Los Angeles County, California","060372145033","52249","0",,,,,,,,216,24,143,49,0,0,0,216,0,0,0,0,0,0,0,0,0,216,24,0,0,24,192,48,123,21,41.81818,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,41.81818,13.33333,7.878788,7.878788,13.33333,40.60606,28.48485,39.39394,10.90909
"ACSSF","ca","150","00","0017541",,,,,"06","037",,,"214504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145041","Block Group 1",,,"Block Group 1, Census Tract 2145.04, Los Angeles County, California","060372145041","62194","0",,,,,,,,784,22,410,223,86,43,0,784,18,0,0,0,0,18,18,0,0,766,22,22,0,0,744,378,351,15,89.69697,17.57576,7.878788,7.878788,7.878788,7.878788,17.57576,17.57576,7.878788,7.878788,90.90909,21.81818,21.81818,7.878788,7.878788,89.69697,74.54546,90.30303,13.93939
"ACSSF","ca","150","00","0017542",,,,,"06","037",,,"214504","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145042","Block Group 2",,,"Block Group 2, Census Tract 2145.04, Los Angeles County, California","060372145042","71617","0",,,,,,,,812,137,321,341,0,13,0,812,57,7,0,7,0,50,17,33,0,755,130,34,60,36,625,308,267,50,85.45454,33.93939,6.666667,7.878788,6.666667,7.878788,33.33333,16.9697,29.69697,7.878788,87.87878,69.09091,32.72727,50.30303,32.72727,92.12122,74.54546,79.39394,21.81818
"ACSSF","ca","150","00","0017543",,,,,"06","037",,,"214505","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372145051","Block Group 1",,,"Block Group 1, Census Tract 2145.05, Los Angeles County, California","060372145051","124378","0",,,,,,,,897,42,579,276,0,0,0,897,0,0,0,0,0,0,0,0,0,897,42,0,0,42,855,266,541,48,54.54546,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,54.54546,41.81818,7.878788,7.878788,41.81818,70.30303,65.45454,95.75758,28.48485
"ACSSF","ca","150","00","0017544",,,,,"06","037",,,"214600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372146001","Block Group 1",,,"Block Group 1, Census Tract 2146, Los Angeles County, California","060372146001","193213","0",,,,,,,,391,0,204,187,0,0,0,391,57,0,0,0,0,57,0,41,16,334,0,0,0,0,334,85,200,49,48.48485,25.45455,7.878788,7.878788,7.878788,7.878788,25.45455,7.878788,23.63636,7.878788,43.63636,7.878788,7.878788,7.878788,7.878788,43.63636,22.42424,44.84848,21.21212
"ACSSF","ca","150","00","0017545",,,,,"06","037",,,"214600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372146002","Block Group 2",,,"Block Group 2, Census Tract 2146, Los Angeles County, California","060372146002","161087","0",,,,,,,,376,24,237,115,0,0,0,376,43,15,0,0,15,28,10,7,11,333,9,9,0,0,324,84,134,106,47.87879,16.9697,10.30303,7.878788,7.878788,10.30303,14.54545,9.090909,7.878788,7.272727,47.27273,9.090909,9.090909,7.878788,7.878788,48.48485,33.33333,37.57576,47.27273
"ACSSF","ca","150","00","0017546",,,,,"06","037",,,"214600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372146003","Block Group 3",,,"Block Group 3, Census Tract 2146, Los Angeles County, California","060372146003","226887","0",,,,,,,,444,54,146,207,37,0,0,444,128,0,0,0,0,128,73,25,30,316,54,9,38,7,262,122,132,8,80.60606,66.06061,7.878788,7.878788,7.878788,7.878788,66.06061,59.39394,12.72727,12.12121,53.93939,29.09091,8.484848,27.27273,7.272727,49.09091,42.42424,27.27273,7.272727
"ACSSF","ca","150","00","0017547",,,,,"06","037",,,"214700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372147001","Block Group 1",,,"Block Group 1, Census Tract 2147, Los Angeles County, California","060372147001","210918","0",,,,,,,,403,69,177,138,14,5,0,403,173,15,0,0,15,158,22,99,37,230,54,45,9,0,176,49,127,0,52.12121,41.21212,10.30303,7.878788,7.878788,10.30303,40,18.78788,36.36364,12.72727,41.21212,29.69697,27.87879,8.484848,7.878788,34.54546,21.21212,32.72727,7.878788
"ACSSF","ca","150","00","0017548",,,,,"06","037",,,"214700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372147002","Block Group 2",,,"Block Group 2, Census Tract 2147, Los Angeles County, California","060372147002","186885","0",,,,,,,,380,33,167,106,74,0,0,380,209,6,0,0,6,203,0,128,75,171,27,0,27,0,144,31,79,34,64.84849,56.36364,6.060606,7.878788,7.878788,6.060606,56.36364,7.878788,57.57576,22.42424,44.24242,20,7.878788,20,7.878788,41.21212,18.18182,38.18182,16.36364
"ACSSF","ca","150","00","0017549",,,,,"06","037",,,"214700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372147003","Block Group 3",,,"Block Group 3, Census Tract 2147, Los Angeles County, California","060372147003","195538","0",,,,,,,,358,47,155,149,7,0,0,358,131,0,0,0,0,131,0,57,74,227,47,0,47,0,180,47,101,32,49.09091,29.69697,7.878788,7.878788,7.878788,7.878788,29.69697,7.878788,24.24242,23.63636,46.66667,25.45455,7.878788,25.45455,7.878788,42.42424,26.66667,38.18182,13.33333
"ACSSF","ca","150","00","0017550",,,,,"06","037",,,"214800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372148001","Block Group 1",,,"Block Group 1, Census Tract 2148, Los Angeles County, California","060372148001","202393","0",,,,,,,,582,49,295,227,11,0,0,582,91,0,0,0,0,91,0,55,36,491,49,24,25,0,442,175,189,78,83.63636,28.48485,7.878788,7.878788,7.878788,7.878788,28.48485,7.878788,23.63636,17.57576,85.45454,30.90909,24.24242,18.18182,7.878788,80.60606,40.60606,44.84848,52.12121
"ACSSF","ca","150","00","0017551",,,,,"06","037",,,"214800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372148002","Block Group 2",,,"Block Group 2, Census Tract 2148, Los Angeles County, California","060372148002","166410","0",,,,,,,,348,7,212,121,0,0,8,348,22,0,0,0,0,22,0,5,17,326,7,0,7,0,319,149,151,19,56.9697,11.51515,7.878788,7.878788,7.878788,7.878788,11.51515,7.878788,4.848485,11.51515,55.75758,6.666667,7.878788,6.666667,7.878788,55.15152,39.39394,44.84848,12.72727
"ACSSF","ca","150","00","0017552",,,,,"06","037",,,"214800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372148003","Block Group 3",,,"Block Group 3, Census Tract 2148, Los Angeles County, California","060372148003","208266","0",,,,,,,,488,36,301,151,0,0,0,488,237,25,0,0,25,212,18,100,94,251,11,11,0,0,240,25,141,74,95.15151,52.12121,24.24242,7.878788,7.878788,24.24242,59.39394,18.18182,47.27273,32.12121,84.24242,10.30303,10.30303,7.878788,7.878788,83.63636,15.15152,70.30303,50.90909
"ACSSF","ca","150","00","0017553",,,,,"06","037",,,"214902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149021","Block Group 1",,,"Block Group 1, Census Tract 2149.02, Los Angeles County, California","060372149021","321852","0",,,,,,,,546,23,360,163,0,0,0,546,85,0,0,0,0,85,20,54,11,461,23,0,0,23,438,221,189,28,71.51515,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,18.78788,30.90909,10.30303,70.90909,15.15152,7.878788,7.878788,15.15152,73.93939,64.24242,63.63636,15.75758
"ACSSF","ca","150","00","0017554",,,,,"06","037",,,"214902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149022","Block Group 2",,,"Block Group 2, Census Tract 2149.02, Los Angeles County, California","060372149022","185339","0",,,,,,,,935,44,559,313,19,0,0,935,289,35,0,0,35,254,145,65,44,646,9,0,0,9,637,299,170,168,158.7879,126.6667,25.45455,7.878788,7.878788,25.45455,121.8182,124.8485,23.63636,18.18182,115.1515,9.090909,7.878788,7.878788,9.090909,114.5455,97.57576,59.39394,56.9697
"ACSSF","ca","150","00","0017555",,,,,"06","037",,,"214903","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149031","Block Group 1",,,"Block Group 1, Census Tract 2149.03, Los Angeles County, California","060372149031","53608","0",,,,,,,,382,12,275,79,0,16,0,382,46,0,0,0,0,46,28,13,5,336,12,0,0,12,324,137,159,28,86.06061,23.0303,7.878788,7.878788,7.878788,7.878788,23.0303,16.9697,13.33333,7.878788,84.84849,12.72727,7.878788,7.878788,12.72727,83.0303,63.0303,70.90909,20.60606
"ACSSF","ca","150","00","0017556",,,,,"06","037",,,"214903","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149032","Block Group 2",,,"Block Group 2, Census Tract 2149.03, Los Angeles County, California","060372149032","82869","0",,,,,,,,691,153,415,123,0,0,0,691,159,0,0,0,0,159,0,159,0,532,153,0,29,124,379,139,209,31,175.7576,27.87879,7.878788,7.878788,7.878788,7.878788,27.87879,7.878788,27.87879,7.878788,178.1818,95.15151,7.878788,20.60606,92.72727,158.1818,56.36364,156.3636,23.63636
"ACSSF","ca","150","00","0017557",,,,,"06","037",,,"214904","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149041","Block Group 1",,,"Block Group 1, Census Tract 2149.04, Los Angeles County, California","060372149041","117496","0",,,,,,,,597,67,399,115,16,0,0,597,196,0,0,0,0,196,14,182,0,401,67,0,41,26,334,107,110,117,78.78788,46.66667,7.878788,7.878788,7.878788,7.878788,46.66667,13.93939,45.45454,7.878788,81.21212,32.12121,7.878788,27.27273,26.06061,77.57576,58.78788,47.27273,44.84848
"ACSSF","ca","150","00","0017558",,,,,"06","037",,,"214904","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372149042","Block Group 2",,,"Block Group 2, Census Tract 2149.04, Los Angeles County, California","060372149042","58704","0",,,,,,,,271,0,159,112,0,0,0,271,67,0,0,0,0,67,0,67,0,204,0,0,0,0,204,114,40,50,64.24242,33.33333,7.878788,7.878788,7.878788,7.878788,33.33333,7.878788,33.33333,7.878788,59.39394,7.878788,7.878788,7.878788,7.878788,59.39394,43.0303,31.51515,35.15152
"ACSSF","ca","150","00","0017559",,,,,"06","037",,,"215101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372151011","Block Group 1",,,"Block Group 1, Census Tract 2151.01, Los Angeles County, California","060372151011","294398","3300",,,,,,,,1115,204,515,390,6,0,0,1115,85,9,0,0,9,76,30,46,0,1030,195,48,126,21,835,460,356,19,92.72727,31.51515,7.878788,7.878788,7.878788,7.878788,30.30303,26.66667,18.78788,7.878788,100.6061,66.66666,20.60606,58.78788,13.93939,95.15151,70.30303,89.09091,13.33333
"ACSSF","ca","150","00","0017560",,,,,"06","037",,,"215101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372151012","Block Group 2",,,"Block Group 2, Census Tract 2151.01, Los Angeles County, California","060372151012","57258","0",,,,,,,,634,181,261,186,0,6,0,634,0,0,0,0,0,0,0,0,0,634,181,151,21,9,453,214,197,42,118.1818,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,118.1818,84.24242,82.42424,15.75758,9.090909,89.09091,70.30303,46.66667,38.78788
"ACSSF","ca","150","00","0017561",,,,,"06","037",,,"215102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372151021","Block Group 1",,,"Block Group 1, Census Tract 2151.02, Los Angeles County, California","060372151021","124606","0",,,,,,,,792,82,527,180,3,0,0,792,22,14,14,0,0,8,0,8,0,770,68,50,18,0,702,382,240,80,101.2121,15.15152,12.72727,12.72727,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,101.2121,31.51515,26.66667,17.57576,7.878788,95.75758,87.27273,68.48485,32.72727
"ACSSF","ca","150","00","0017562",,,,,"06","037",,,"215102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372151022","Block Group 2",,,"Block Group 2, Census Tract 2151.02, Los Angeles County, California","060372151022","45211","0",,,,,,,,288,51,163,63,0,11,0,288,0,0,0,0,0,0,0,0,0,288,51,16,16,19,237,144,74,19,60,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,60,24.84848,15.15152,15.15152,19.39394,58.18182,50.90909,32.72727,20
"ACSSF","ca","150","00","0017563",,,,,"06","037",,,"215102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372151023","Block Group 3",,,"Block Group 3, Census Tract 2151.02, Los Angeles County, California","060372151023","87925","0",,,,,,,,872,44,598,230,0,0,0,872,0,0,0,0,0,0,0,0,0,872,44,0,44,0,828,315,497,16,129.697,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,129.697,33.33333,7.878788,33.33333,7.878788,126.0606,93.93939,109.697,22.42424
"ACSSF","ca","150","00","0017564",,,,,"06","037",,,"216100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372161001","Block Group 1",,,"Block Group 1, Census Tract 2161, Los Angeles County, California","060372161001","265154","0",,,,,,,,273,5,25,92,151,0,0,273,273,5,0,5,0,268,0,133,135,0,0,0,0,0,0,0,0,0,57.57576,57.57576,5.454545,7.878788,5.454545,7.878788,58.18182,7.878788,51.51515,29.09091,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788
"ACSSF","ca","150","00","0017565",,,,,"06","037",,,"216100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372161002","Block Group 2",,,"Block Group 2, Census Tract 2161, Los Angeles County, California","060372161002","255554","0",,,,,,,,330,0,155,103,54,18,0,330,184,0,0,0,0,184,29,65,90,146,0,0,0,0,146,62,77,7,33.93939,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,16.36364,24.24242,24.84848,36.36364,7.878788,7.878788,7.878788,7.878788,36.36364,31.51515,23.63636,6.666667
"ACSSF","ca","150","00","0017566",,,,,"06","037",,,"216100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372161003","Block Group 3",,,"Block Group 3, Census Tract 2161, Los Angeles County, California","060372161003","154322","0",,,,,,,,317,0,221,80,6,7,3,317,96,0,0,0,0,96,6,71,19,221,0,0,0,0,221,29,192,0,57.57576,41.21212,7.878788,7.878788,7.878788,7.878788,41.21212,6.060606,42.42424,11.51515,46.66667,7.878788,7.878788,7.878788,7.878788,46.66667,13.93939,46.66667,7.878788
"ACSSF","ca","150","00","0017567",,,,,"06","037",,,"216201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372162011","Block Group 1",,,"Block Group 1, Census Tract 2162.01, Los Angeles County, California","060372162011","297382","0",,,,,,,,494,15,293,173,13,0,0,494,211,0,0,0,0,211,15,166,30,283,15,0,0,15,268,11,257,0,93.93939,86.66666,7.878788,7.878788,7.878788,7.878788,86.66666,15.15152,81.21212,22.42424,75.15151,14.54545,7.878788,7.878788,14.54545,77.57576,11.51515,77.57576,7.878788
"ACSSF","ca","150","00","0017568",,,,,"06","037",,,"216201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372162012","Block Group 2",,,"Block Group 2, Census Tract 2162.01, Los Angeles County, California","060372162012","164497","0",,,,,,,,891,36,487,323,45,0,0,891,113,0,0,0,0,113,0,96,17,778,36,14,22,0,742,328,399,15,115.7576,48.48485,7.878788,7.878788,7.878788,7.878788,48.48485,7.878788,49.09091,14.54545,109.697,28.48485,14.54545,23.63636,7.878788,112.1212,92.12122,96.36364,14.54545
"ACSSF","ca","150","00","0017569",,,,,"06","037",,,"216202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372162021","Block Group 1",,,"Block Group 1, Census Tract 2162.02, Los Angeles County, California","060372162021","263938","0",,,,,,,,518,14,314,121,33,36,0,518,70,0,0,0,0,70,0,19,51,448,14,0,14,0,434,80,335,19,89.69697,32.12121,7.878788,7.878788,7.878788,7.878788,32.12121,7.878788,20,27.27273,90.30303,14.54545,7.878788,14.54545,7.878788,87.87878,33.33333,87.87878,17.57576
"ACSSF","ca","150","00","0017570",,,,,"06","037",,,"216202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372162022","Block Group 2",,,"Block Group 2, Census Tract 2162.02, Los Angeles County, California","060372162022","238605","0",,,,,,,,854,21,409,359,38,27,0,854,311,0,0,0,0,311,11,170,130,543,21,0,21,0,522,117,346,59,101.8182,64.84849,7.878788,7.878788,7.878788,7.878788,64.84849,9.69697,53.93939,42.42424,106.0606,21.21212,7.878788,21.21212,7.878788,106.0606,63.63636,89.69697,55.75758
"ACSSF","ca","150","00","0017571",,,,,"06","037",,,"216301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372163011","Block Group 1",,,"Block Group 1, Census Tract 2163.01, Los Angeles County, California","060372163011","563878","0",,,,,,,,627,19,111,412,85,0,0,627,471,0,0,0,0,471,0,163,308,156,19,0,0,19,137,35,102,0,124.2424,110.303,7.878788,7.878788,7.878788,7.878788,110.303,7.878788,58.18182,98.18182,60.60606,18.78788,7.878788,7.878788,18.78788,64.24242,26.06061,58.18182,7.878788
"ACSSF","ca","150","00","0017572",,,,,"06","037",,,"216302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372163021","Block Group 1",,,"Block Group 1, Census Tract 2163.02, Los Angeles County, California","060372163021","361177","0",,,,,,,,731,0,324,329,78,0,0,731,106,0,0,0,0,106,0,51,55,625,0,0,0,0,625,329,296,0,102.4242,37.57576,7.878788,7.878788,7.878788,7.878788,37.57576,7.878788,27.87879,27.87879,95.75758,7.878788,7.878788,7.878788,7.878788,95.75758,97.57576,89.09091,7.878788
"ACSSF","ca","150","00","0017573",,,,,"06","037",,,"216302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372163022","Block Group 2",,,"Block Group 2, Census Tract 2163.02, Los Angeles County, California","060372163022","347807","0",,,,,,,,913,56,501,298,58,0,0,913,185,0,0,0,0,185,15,136,34,728,56,17,15,24,672,366,191,115,109.697,45.45454,7.878788,7.878788,7.878788,7.878788,45.45454,15.15152,43.63636,23.0303,103.0303,27.27273,15.75758,13.93939,18.18182,100,78.18182,52.72727,70.90909
"ACSSF","ca","150","00","0017574",,,,,"06","037",,,"216401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372164011","Block Group 1",,,"Block Group 1, Census Tract 2164.01, Los Angeles County, California","060372164011","192013","0",,,,,,,,724,42,361,275,26,20,0,724,28,0,0,0,0,28,0,28,0,696,42,9,17,16,654,339,315,0,115.1515,20.60606,7.878788,7.878788,7.878788,7.878788,20.60606,7.878788,20.60606,7.878788,115.7576,25.45455,12.72727,16.36364,15.15152,122.4242,109.697,81.81818,7.878788
"ACSSF","ca","150","00","0017575",,,,,"06","037",,,"216401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372164012","Block Group 2",,,"Block Group 2, Census Tract 2164.01, Los Angeles County, California","060372164012","99582","0",,,,,,,,435,11,238,162,24,0,0,435,17,0,0,0,0,17,0,0,17,418,11,0,11,0,407,104,265,38,78.78788,16.36364,7.878788,7.878788,7.878788,7.878788,16.36364,7.878788,7.878788,16.36364,76.9697,10.90909,7.878788,10.90909,7.878788,78.18182,41.81818,80.60606,26.06061
"ACSSF","ca","150","00","0017576",,,,,"06","037",,,"216401","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372164013","Block Group 3",,,"Block Group 3, Census Tract 2164.01, Los Angeles County, California","060372164013","119920","0",,,,,,,,520,82,191,221,26,0,0,520,86,0,0,0,0,86,26,43,17,434,82,0,50,32,352,143,107,102,81.21212,40.60606,7.878788,7.878788,7.878788,7.878788,40.60606,23.63636,32.12121,17.57576,76.9697,38.18182,7.878788,34.54546,21.21212,80,44.84848,46.66667,63.63636
"ACSSF","ca","150","00","0017577",,,,,"06","037",,,"216402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US060372164021","Block Group 1",,,"Block Group 1, Census Tract 2164.02, Los Angeles County, California","060372164021","109478","0",,,,,,,,635,59,280,252,44,0,0,635,93,0,0,0,0,93,27,0,66,542,59,0,9,50,483,186,268,29,69.09091,34.54546,7.878788,7.878788,7.878788,7.878788,34.54546,16.36364,7.878788,33.93939,68.48485,26.06061,7.878788,9.090909,26.06061,64.24242,49.69697,50.90909,13.93939
